,0,1
661,tensor(0.0555),tensor(0.8981)
662,tensor(0.0555),tensor(0.8991)
663,tensor(0.0556),tensor(0.9000)
664,tensor(0.0557),tensor(0.9010)
665,tensor(0.0558),tensor(0.9019)
666,tensor(0.0558),tensor(0.9028)
667,tensor(0.0559),tensor(0.9038)
668,tensor(0.0560),tensor(0.9047)
669,tensor(0.0561),tensor(0.9056)
670,tensor(0.0562),tensor(0.9066)
671,tensor(0.0562),tensor(0.9075)
672,tensor(0.0563),tensor(0.9084)
673,tensor(0.0564),tensor(0.9093)
674,tensor(0.0565),tensor(0.9103)
675,tensor(0.0566),tensor(0.9112)
676,tensor(0.0567),tensor(0.9121)
677,tensor(0.0567),tensor(0.9130)
678,tensor(0.0568),tensor(0.9139)
679,tensor(0.0569),tensor(0.9148)
680,tensor(0.0570),tensor(0.9157)
681,tensor(0.0571),tensor(0.9167)
682,tensor(0.0572),tensor(0.9176)
683,tensor(0.0573),tensor(0.9185)
684,tensor(0.0574),tensor(0.9194)
685,tensor(0.0575),tensor(0.9203)
686,tensor(0.0576),tensor(0.9212)
687,tensor(0.0577),tensor(0.9221)
688,tensor(0.0578),tensor(0.9230)
689,tensor(0.0579),tensor(0.9238)
690,tensor(0.0580),tensor(0.9247)
691,tensor(0.0581),tensor(0.9256)
692,tensor(0.0582),tensor(0.9265)
693,tensor(0.0583),tensor(0.9274)
694,tensor(0.0584),tensor(0.9283)
695,tensor(0.0585),tensor(0.9292)
696,tensor(0.0586),tensor(0.9300)
697,tensor(0.0587),tensor(0.9309)
698,tensor(0.0588),tensor(0.9318)
699,tensor(0.0589),tensor(0.9327)
700,tensor(0.0590),tensor(0.9336)
701,tensor(0.0591),tensor(0.9344)
702,tensor(0.0592),tensor(0.9353)
703,tensor(0.0593),tensor(0.9362)
704,tensor(0.0595),tensor(0.9370)
705,tensor(0.0596),tensor(0.9379)
706,tensor(0.0597),tensor(0.9388)
707,tensor(0.0598),tensor(0.9396)
708,tensor(0.0599),tensor(0.9405)
709,tensor(0.0600),tensor(0.9413)
710,tensor(0.0601),tensor(0.9422)
711,tensor(0.0603),tensor(0.9430)
712,tensor(0.0604),tensor(0.9439)
713,tensor(0.0605),tensor(0.9448)
714,tensor(0.0606),tensor(0.9456)
715,tensor(0.0607),tensor(0.9464)
716,tensor(0.0609),tensor(0.9473)
717,tensor(0.0610),tensor(0.9481)
718,tensor(0.0611),tensor(0.9490)
719,tensor(0.0612),tensor(0.9498)
720,tensor(0.0614),tensor(0.9507)
721,tensor(0.0615),tensor(0.9515)
722,tensor(0.0616),tensor(0.9523)
723,tensor(0.0618),tensor(0.9532)
724,tensor(0.0619),tensor(0.9540)
725,tensor(0.0620),tensor(0.9548)
726,tensor(0.0621),tensor(0.9557)
727,tensor(0.0623),tensor(0.9565)
728,tensor(0.0624),tensor(0.9573)
729,tensor(0.0625),tensor(0.9582)
730,tensor(0.0627),tensor(0.9590)
731,tensor(0.0628),tensor(0.9598)
732,tensor(0.0629),tensor(0.9606)
733,tensor(0.0631),tensor(0.9614)
734,tensor(0.0632),tensor(0.9623)
735,tensor(0.0634),tensor(0.9631)
